date,revenue,dau,darpu,dnu,rr_d1,cr,cr_d2
2017-09-01,56.20491904376254,5736,0.009798626053654556,5502,0.22918938567793529626,0.00199927299163940385,0.00054525627044711014
2017-09-02,150.05600282837997,7524,0.01994364737219298,6030,0.23266998341625207297,0.00182421227197346600,0.00099502487562189055
2017-09-03,184.20178094026372,8210,0.02243627051647548,5855,0.22220324508966695132,0.00153714773697694278,0.00051238257899231426
2017-09-04,116.1137804464171,9494,0.012230227559133885,6751,0.21981928603169900755,0.00148126203525403644,0.00029625240705080729
2017-09-05,101.24200109926184,8347,0.012129148328652431,5094,0.23321554770318021201,0.00137416568511974872,0.00019630938358853553
2017-09-06,111.13189900522295,8349,0.013310803569915312,4854,0.24021425628347754429,0.00061804697156983931,0.00000000000000000000
2017-09-07,146.42954897727196,7226,0.020264260860402984,3633,0.00000000000000000000,0.00082576383154417836,0.00000000000000000000
